longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-119.74,36.85,3.0,7.0,6.0,4432.0,1778.0,3.9032,281600.0,INLAND
-119.7,36.94,15.0,4.0,3.0,649.0,265.0,2.4861,172600.0,INLAND
-119.71,36.88,17.0,3.0,2.0,992.0,312.0,6.9405,330400.0,INLAND
-119.69,36.86,20.0,4.0,3.0,786.0,240.0,4.0,329200.0,INLAND
-119.69,36.85,20.0,4.0,2.0,1081.0,379.0,4.5398,286200.0,INLAND
-119.67,36.89,15.0,5.0,3.0,1280.0,386.0,5.308,335000.0,INLAND
-119.7,36.83,23.0,5.0,4.0,1885.0,758.0,2.5904,142800.0,INLAND
-119.7,36.82,25.0,4.0,3.0,1482.0,484.0,2.3173,136400.0,INLAND
-119.7,36.81,32.0,3.0,2.0,1570.0,492.0,2.7159,136000.0,INLAND
-119.71,36.83,5.0,5.0,2.0,623.0,362.0,1.8061,226800.0,INLAND
-119.71,36.83,15.0,4.0,2.0,1228.0,436.0,3.5078,218000.0,INLAND
-119.73,36.83,8.0,4.0,2.0,1959.0,580.0,5.3478,277600.0,INLAND
-119.73,36.83,14.0,4.0,3.0,1584.0,493.0,5.0828,222800.0,INLAND
-119.71,36.82,12.0,4.0,3.0,1320.0,566.0,2.3381,225000.0,INLAND
-119.71,36.81,19.0,5.0,2.0,1034.0,500.0,1.6618,139400.0,INLAND
-119.71,36.81,19.0,4.0,2.0,557.0,354.0,1.7969,145600.0,INLAND
-119.72,36.81,28.0,5.0,2.0,780.0,309.0,2.9453,144400.0,INLAND
-119.73,36.81,19.0,3.0,2.0,994.0,368.0,2.7778,159400.0,INLAND
-119.72,36.82,16.0,6.0,3.0,1054.0,623.0,1.9483,225000.0,INLAND
-119.72,36.82,15.0,3.0,3.0,550.0,246.0,2.2639,105000.0,INLAND
-119.69,36.83,7.0,3.0,2.0,1040.0,362.0,3.9943,200400.0,INLAND
-119.69,36.83,8.0,2.0,1.0,475.0,155.0,4.9327,179000.0,INLAND
-119.69,36.83,32.0,3.0,2.0,726.0,224.0,1.4913,109200.0,INLAND
-119.69,36.83,28.0,3.0,2.0,898.0,329.0,3.1814,157800.0,INLAND
-119.67,36.83,3.0,3.0,3.0,1003.0,340.0,4.4356,222600.0,INLAND
-119.67,36.83,4.0,4.0,2.0,1024.0,308.0,5.0864,227400.0,INLAND
-119.68,36.83,11.0,3.0,3.0,1110.0,339.0,6.1133,240000.0,INLAND
-119.67,36.82,2.0,3.0,3.0,1133.0,342.0,4.5577,246600.0,INLAND
-119.67,36.81,4.0,3.0,2.0,622.0,199.0,4.9432,228800.0,INLAND
-119.68,36.81,13.0,5.0,3.0,1356.0,435.0,5.0253,212400.0,INLAND
-119.69,36.82,17.0,4.0,3.0,1207.0,384.0,1.8021,111800.0,INLAND
-119.69,36.82,15.0,5.0,2.0,1687.0,505.0,4.81,187200.0,INLAND
-119.68,36.81,16.0,4.0,3.0,1536.0,457.0,3.9792,177800.0,INLAND
-119.69,36.81,13.0,5.0,2.0,994.0,370.0,2.5446,187600.0,INLAND
-119.69,36.81,15.0,3.0,3.0,1634.0,501.0,4.4934,176000.0,INLAND
-119.68,36.8,7.0,4.0,2.0,1748.0,498.0,4.2066,176800.0,INLAND
-119.69,36.8,31.0,4.0,2.0,1306.0,418.0,3.2813,137400.0,INLAND
-119.67,36.8,9.0,5.0,2.0,1632.0,474.0,6.011,326200.0,INLAND
-119.69,36.79,13.0,3.0,3.0,993.0,314.0,3.7697,167200.0,INLAND
-119.68,36.79,16.0,4.0,2.0,1010.0,292.0,3.5417,142600.0,INLAND
-119.69,36.79,15.0,5.0,2.0,1207.0,424.0,2.7404,152600.0,INLAND
-119.69,36.77,22.0,3.0,2.0,1720.0,417.0,2.6875,121200.0,INLAND
-119.69,36.79,5.0,4.0,3.0,1490.0,481.0,4.0993,166000.0,INLAND
-119.68,36.77,21.0,5.0,2.0,583.0,205.0,6.0132,301600.0,INLAND
-119.64,36.85,15.0,5.0,2.0,1258.0,347.0,4.9904,314600.0,INLAND
-119.64,36.82,14.0,6.0,3.0,2085.0,617.0,5.6739,347600.0,INLAND
-119.63,36.79,19.0,3.0,1.0,517.0,187.0,4.526,297400.0,INLAND
-119.63,36.76,22.0,7.0,4.0,1795.0,613.0,4.925,309400.0,INLAND
-119.63,36.7,42.0,5.0,2.0,617.0,222.0,3.0833,266600.0,INLAND
-119.53,36.78,20.0,4.0,3.0,1372.0,455.0,4.5625,273800.0,INLAND
-119.58,36.83,13.0,7.0,4.0,2473.0,774.0,5.4895,313400.0,INLAND
-119.58,36.77,19.0,3.0,3.0,1760.0,542.0,4.0227,253000.0,INLAND
-119.59,36.72,18.0,2.0,2.0,621.0,190.0,4.5375,261200.0,INLAND
-119.5,36.74,20.0,4.0,2.0,531.0,212.0,4.5938,213800.0,INLAND
-119.57,36.72,11.0,5.0,2.0,1248.0,445.0,3.6161,199000.0,INLAND
-119.56,36.71,29.0,4.0,2.0,1208.0,398.0,2.5741,146000.0,INLAND
-119.56,36.71,37.0,4.0,3.0,1173.0,344.0,2.181,119800.0,INLAND
-119.57,36.71,10.0,4.0,3.0,958.0,380.0,2.6458,169600.0,INLAND
-119.57,36.7,34.0,4.0,2.0,899.0,337.0,2.6823,145800.0,INLAND
-119.56,36.7,40.0,4.0,2.0,1135.0,315.0,2.1182,117800.0,INLAND
-119.55,36.7,31.0,4.0,2.0,1371.0,347.0,2.3687,127800.0,INLAND
-119.57,36.7,30.0,4.0,2.0,1248.0,410.0,3.1442,144600.0,INLAND
-119.57,36.7,7.0,5.0,3.0,974.0,308.0,3.7261,167800.0,INLAND
-119.58,36.69,42.0,4.0,3.0,812.0,225.0,1.9766,116200.0,INLAND
-119.55,36.69,21.0,4.0,3.0,1519.0,406.0,1.7132,111800.0,INLAND
-119.54,36.7,20.0,5.0,2.0,1665.0,357.0,2.2448,117800.0,INLAND
-119.55,36.71,32.0,5.0,3.0,2052.0,518.0,1.9076,111600.0,INLAND
-119.55,36.72,6.0,5.0,3.0,1135.0,218.0,2.1515,127800.0,INLAND
-119.52,36.71,21.0,5.0,2.0,1120.0,314.0,2.59,138600.0,INLAND
-119.47,36.69,19.0,3.0,3.0,1578.0,542.0,3.2917,320200.0,INLAND
-119.41,36.68,18.0,3.0,2.0,945.0,292.0,3.4044,230600.0,INLAND
-119.43,36.63,25.0,4.0,2.0,904.0,303.0,3.625,215200.0,INLAND
-119.39,36.64,38.0,3.0,2.0,578.0,187.0,2.3618,160000.0,INLAND
-119.4,36.59,37.0,4.0,2.0,977.0,290.0,3.5074,187600.0,INLAND
-119.49,37.1,24.0,4.0,3.0,1564.0,507.0,2.3359,184800.0,INLAND
-119.61,36.94,14.0,3.0,1.0,315.0,135.0,4.2679,303600.0,INLAND
-119.57,37.02,16.0,6.0,4.0,2140.0,722.0,3.332,223600.0,INLAND
-119.48,37.0,16.0,5.0,3.0,1467.0,509.0,3.1736,223600.0,INLAND
-119.46,36.91,12.0,3.0,2.0,1184.0,429.0,3.9141,247800.0,INLAND
-119.33,36.89,15.0,4.0,3.0,755.0,294.0,2.0,166600.0,INLAND
-119.21,37.25,44.0,2.0,1.0,335.0,115.0,4.1838,171200.0,INLAND
-118.94,37.13,12.0,3.0,3.0,1006.0,334.0,4.1563,188000.0,INLAND
-119.4,37.09,22.0,4.0,3.0,773.0,288.0,3.3269,205400.0,INLAND
-119.34,37.12,23.0,3.0,1.0,64.0,37.0,3.875,250000.0,INLAND
-119.28,37.11,34.0,3.0,1.0,171.0,73.0,3.0729,289200.0,INLAND
-119.32,37.06,15.0,3.0,1.0,276.0,107.0,5.1314,358400.0,INLAND
-118.91,36.79,19.0,3.0,2.0,187.0,80.0,3.7857,157200.0,INLAND
-119.24,36.8,17.0,5.0,2.0,975.0,340.0,2.6902,188800.0,INLAND
-119.25,36.71,13.0,4.0,3.0,1385.0,512.0,2.2202,200000.0,INLAND
-119.12,36.69,13.0,7.0,3.0,1905.0,671.0,2.2278,181000.0,INLAND
-119.34,36.62,26.0,4.0,2.0,1148.0,332.0,2.6058,184400.0,INLAND
-119.31,36.63,26.0,4.0,3.0,1834.0,432.0,1.6486,110400.0,INLAND
-119.31,36.62,33.0,3.0,2.0,1544.0,329.0,1.7292,104000.0,INLAND
-119.32,36.62,15.0,4.0,3.0,1070.0,243.0,1.5642,103000.0,INLAND
-119.31,36.62,25.0,4.0,2.0,947.0,244.0,1.4481,103400.0,INLAND
-119.43,36.61,19.0,3.0,3.0,1296.0,298.0,2.4219,131600.0,INLAND
-119.44,36.6,5.0,3.0,2.0,2505.0,573.0,2.2863,138400.0,INLAND
-119.44,36.6,34.0,2.0,1.0,579.0,171.0,2.0417,145000.0,INLAND
-119.45,36.6,42.0,2.0,2.0,247.0,99.0,2.5,146000.0,INLAND
-119.46,36.61,13.0,4.0,2.0,719.0,246.0,3.625,216600.0,INLAND
-119.45,36.61,24.0,5.0,3.0,693.0,243.0,3.7917,181000.0,INLAND
-119.44,36.61,17.0,4.0,3.0,775.0,246.0,3.9073,183200.0,INLAND
-119.43,36.59,15.0,3.0,2.0,1266.0,309.0,1.767,126600.0,INLAND
-119.44,36.59,32.0,4.0,3.0,761.0,241.0,2.825,135200.0,INLAND
-119.45,36.6,36.0,3.0,2.0,1430.0,454.0,1.8975,121800.0,INLAND
-119.44,36.59,28.0,5.0,3.0,1331.0,305.0,1.516,113400.0,INLAND
-119.46,36.6,18.0,5.0,2.0,754.0,229.0,3.9844,236200.0,INLAND
-119.45,36.59,41.0,5.0,3.0,1171.0,314.0,1.6875,132200.0,INLAND
-119.44,36.58,37.0,3.0,2.0,879.0,257.0,2.5234,127000.0,INLAND
-119.45,36.58,18.0,4.0,3.0,753.0,266.0,3.7813,174600.0,INLAND
-119.45,36.59,28.0,4.0,2.0,572.0,202.0,3.825,168400.0,INLAND
-119.55,36.6,18.0,3.0,2.0,1638.0,436.0,2.309,114200.0,INLAND
-119.54,36.61,20.0,4.0,2.0,1474.0,326.0,1.4937,109400.0,INLAND
-119.55,36.61,14.0,5.0,4.0,3535.0,735.0,1.586,113800.0,INLAND
-119.5,36.62,34.0,5.0,3.0,1018.0,265.0,2.2206,126800.0,INLAND
-119.49,36.58,21.0,4.0,2.0,867.0,380.0,1.9913,190600.0,INLAND
-119.52,36.61,33.0,3.0,2.0,1065.0,248.0,1.8958,110200.0,INLAND
-119.53,36.61,33.0,3.0,2.0,730.0,162.0,1.5625,111600.0,INLAND
-119.6,36.66,27.0,5.0,2.0,1056.0,284.0,1.6094,110400.0,INLAND
-119.59,36.64,27.0,4.0,3.0,798.0,200.0,3.0521,227600.0,INLAND
-119.53,36.65,43.0,4.0,2.0,1056.0,276.0,2.5562,186400.0,INLAND
-119.63,36.6,33.0,4.0,3.0,1102.0,307.0,1.9676,124800.0,INLAND
-119.62,36.58,13.0,5.0,3.0,1652.0,411.0,2.6858,124800.0,INLAND
-119.59,36.57,19.0,4.0,3.0,911.0,281.0,3.5987,263400.0,INLAND
-119.6,36.58,28.0,3.0,2.0,919.0,308.0,2.8287,146200.0,INLAND
-119.61,36.58,29.0,5.0,2.0,788.0,271.0,2.6974,146000.0,INLAND
-119.62,36.59,17.0,5.0,3.0,1330.0,393.0,4.0197,176000.0,INLAND
-119.61,36.59,10.0,3.0,3.0,1443.0,576.0,2.2727,185400.0,INLAND
-119.6,36.57,42.0,4.0,2.0,1347.0,436.0,2.5556,139400.0,INLAND
-119.6,36.57,33.0,5.0,2.0,1205.0,389.0,1.8333,136600.0,INLAND
-119.61,36.57,42.0,5.0,2.0,1359.0,483.0,1.5833,130200.0,INLAND
-119.63,36.58,22.0,5.0,2.0,1127.0,359.0,1.2647,110600.0,INLAND
-119.6,36.56,36.0,3.0,1.0,737.0,186.0,1.4415,108800.0,INLAND
-119.64,36.56,34.0,3.0,1.0,363.0,97.0,2.0658,185000.0,INLAND
-119.61,36.56,34.0,4.0,3.0,1886.0,481.0,1.625,106000.0,INLAND
-119.62,36.56,30.0,3.0,2.0,1467.0,403.0,1.8878,103200.0,INLAND
-119.53,36.55,34.0,4.0,3.0,1041.0,313.0,3.2917,223000.0,INLAND
-119.54,36.52,16.0,3.0,3.0,1106.0,372.0,4.2045,241800.0,INLAND
-119.55,36.51,46.0,4.0,2.0,971.0,403.0,2.2132,153200.0,INLAND
-119.56,36.51,37.0,4.0,3.0,663.0,204.0,1.6635,134000.0,INLAND
-119.56,36.51,9.0,6.0,3.0,2157.0,770.0,2.5033,140200.0,INLAND
-119.55,36.52,31.0,5.0,3.0,1042.0,422.0,3.0294,140400.0,INLAND
-119.56,36.53,19.0,5.0,3.0,1670.0,518.0,3.2019,191400.0,INLAND
-119.73,36.56,32.0,4.0,2.0,1038.0,272.0,3.0469,165400.0,INLAND
-119.67,36.57,32.0,5.0,2.0,868.0,276.0,2.1908,220000.0,INLAND
-119.65,36.51,30.0,3.0,3.0,966.0,282.0,3.1333,200000.0,INLAND
-119.59,36.52,35.0,3.0,2.0,674.0,178.0,3.3214,203200.0,INLAND
-119.73,36.52,20.0,3.0,2.0,1466.0,289.0,2.5921,188400.0,INLAND
-119.77,36.44,26.0,3.0,3.0,802.0,259.0,3.2083,150000.0,INLAND
-119.69,36.46,29.0,5.0,3.0,914.0,280.0,2.8125,158400.0,INLAND
-119.69,36.43,29.0,5.0,2.0,1278.0,387.0,1.7813,115800.0,INLAND
-119.87,36.54,34.0,5.0,2.0,818.0,269.0,2.4044,145000.0,INLAND
-119.79,36.55,32.0,5.0,3.0,999.0,245.0,2.0216,153600.0,INLAND
-119.81,36.51,31.0,3.0,2.0,767.0,226.0,2.7321,167200.0,INLAND
-119.84,36.54,19.0,3.0,3.0,702.0,217.0,2.4375,156400.0,INLAND
-119.83,36.54,31.0,3.0,2.0,979.0,294.0,2.5208,120000.0,INLAND
-119.89,36.64,34.0,3.0,3.0,716.0,222.0,2.975,180000.0,INLAND
-119.97,36.57,17.0,4.0,2.0,1425.0,247.0,2.0313,138800.0,INLAND
-119.9,36.58,20.0,4.0,3.0,1319.0,359.0,2.4814,149200.0,INLAND
-119.81,36.6,24.0,3.0,3.0,1291.0,394.0,2.4006,152800.0,INLAND
-119.86,36.45,19.0,4.0,2.0,1416.0,469.0,2.4474,151200.0,INLAND
-119.86,36.43,34.0,5.0,2.0,683.0,261.0,1.7176,116800.0,INLAND
-119.85,36.43,23.0,5.0,3.0,1146.0,362.0,2.8913,121800.0,INLAND
-119.97,36.44,18.0,4.0,3.0,772.0,220.0,2.1771,78400.0,INLAND
-120.08,36.34,18.0,4.0,3.0,2030.0,356.0,2.1153,225000.0,INLAND
-120.1,36.16,17.0,2.0,1.0,715.0,146.0,2.3295,110000.0,INLAND
-120.1,36.21,12.0,3.0,2.0,1708.0,367.0,1.5086,129400.0,INLAND
-120.09,36.19,12.0,3.0,3.0,2809.0,535.0,1.4191,110200.0,INLAND
-120.27,36.29,11.0,5.0,2.0,1376.0,318.0,2.4398,175000.0,INLAND
-120.43,36.18,29.0,3.0,1.0,218.0,99.0,2.1458,208400.0,INLAND
-120.37,36.16,36.0,3.0,1.0,310.0,124.0,3.0658,130000.0,INLAND
-120.36,36.14,18.0,5.0,3.0,622.0,217.0,1.8264,124000.0,INLAND
-120.38,36.15,17.0,4.0,2.0,1200.0,420.0,2.7461,140000.0,INLAND
-120.37,36.13,10.0,5.0,2.0,1335.0,493.0,3.2639,172800.0,INLAND
-120.37,36.15,34.0,3.0,3.0,868.0,347.0,4.381,172600.0,INLAND
-120.35,36.16,18.0,3.0,3.0,846.0,272.0,2.7792,170600.0,INLAND
-120.35,36.14,9.0,4.0,2.0,1484.0,541.0,1.7075,120800.0,INLAND
-120.36,36.13,29.0,5.0,3.0,1306.0,415.0,3.0134,111000.0,INLAND
-120.31,36.65,24.0,3.0,2.0,514.0,156.0,2.25,153200.0,INLAND
-120.25,36.65,31.0,4.0,3.0,744.0,223.0,2.4937,132000.0,INLAND
-120.18,36.59,25.0,2.0,1.0,613.0,171.0,2.3026,181200.0,INLAND
-120.19,36.61,29.0,3.0,2.0,1408.0,322.0,2.293,114400.0,INLAND
-120.19,36.6,25.0,3.0,2.0,931.0,214.0,1.5536,116600.0,INLAND
-120.22,36.49,14.0,5.0,3.0,1679.0,345.0,2.4786,112000.0,INLAND
-120.41,36.77,24.0,3.0,3.0,1180.0,267.0,1.947,137800.0,INLAND
-120.67,36.72,18.0,2.0,2.0,996.0,198.0,2.5,225000.0,INLAND
-120.51,36.55,20.0,3.0,2.0,1274.0,241.0,1.9417,77600.0,INLAND
-120.39,36.78,11.0,4.0,3.0,2104.0,486.0,1.7184,110400.0,INLAND
-120.38,36.75,25.0,5.0,3.0,1745.0,457.0,1.9056,120000.0,INLAND
-120.38,36.76,25.0,3.0,3.0,941.0,262.0,1.8125,116000.0,INLAND
-120.38,36.76,12.0,4.0,3.0,1043.0,243.0,1.4038,108600.0,INLAND
-120.46,36.87,20.0,5.0,2.0,954.0,269.0,1.3386,126000.0,INLAND
-120.45,36.86,34.0,2.0,2.0,539.0,182.0,2.3523,132000.0,INLAND
-120.44,36.84,29.0,4.0,3.0,883.0,288.0,2.8182,181000.0,INLAND
-120.45,36.85,20.0,3.0,3.0,1681.0,370.0,2.1759,116200.0,INLAND
-120.51,36.86,21.0,5.0,3.0,1446.0,371.0,2.4414,143800.0,INLAND
-120.55,36.97,42.0,4.0,2.0,1084.0,323.0,2.3295,148800.0,INLAND
-120.69,36.84,18.0,2.0,2.0,771.0,174.0,2.2083,110000.0,INLAND
-119.55,36.51,46.0,2.0,1.0,26.0,5.0,4.125,135000.0,INLAND
-119.54,36.51,36.0,3.0,2.0,28.0,2.0,4.625,325000.0,INLAND
-122.2,39.75,18.0,3.0,2.0,1616.0,588.0,2.0192,127400.0,INLAND
-122.18,39.75,30.0,5.0,3.0,1885.0,774.0,1.6948,135000.0,INLAND
-122.16,39.74,20.0,3.0,1.0,337.0,125.0,3.0469,170000.0,INLAND
-122.19,39.74,39.0,6.0,3.0,2111.0,809.0,2.3507,131200.0,INLAND
-122.25,39.79,16.0,4.0,2.0,1104.0,369.0,3.0469,144400.0,INLAND
-122.16,39.78,32.0,4.0,2.0,562.0,203.0,2.325,139200.0,INLAND
-122.13,39.74,20.0,5.0,2.0,668.0,250.0,2.2569,188600.0,INLAND
-122.18,39.7,23.0,4.0,3.0,836.0,297.0,3.35,170800.0,INLAND
-122.23,39.75,16.0,4.0,3.0,1031.0,382.0,1.9375,146200.0,INLAND
-122.74,39.71,16.0,3.0,1.0,85.0,38.0,1.6607,29998.0,INLAND
-122.38,39.68,21.0,3.0,1.0,510.0,175.0,2.3851,135000.0,INLAND
-122.14,39.65,33.0,2.0,2.0,190.0,67.0,3.6429,175000.0,INLAND
-122.18,39.55,28.0,4.0,2.0,673.0,246.0,3.25,163200.0,INLAND
-122.53,39.5,25.0,5.0,2.0,658.0,211.0,2.4861,143800.0,INLAND
-122.19,39.53,34.0,3.0,3.0,1287.0,505.0,2.165,117400.0,INLAND
-122.2,39.53,22.0,3.0,2.0,1647.0,594.0,2.3566,142000.0,INLAND
-122.23,39.53,8.0,4.0,2.0,1237.0,326.0,1.3708,250000.0,INLAND
-122.22,39.51,17.0,5.0,2.0,555.0,277.0,2.1,133800.0,INLAND
-122.2,39.52,39.0,5.0,2.0,1181.0,437.0,2.0625,126800.0,INLAND
-122.2,39.51,37.0,3.0,3.0,1060.0,424.0,2.8333,139400.0,INLAND
-122.19,39.5,23.0,2.0,1.0,261.0,90.0,2.1705,106000.0,INLAND
-122.04,39.72,23.0,3.0,2.0,1443.0,455.0,2.5625,140000.0,INLAND
-122.05,39.6,34.0,4.0,3.0,958.0,322.0,2.8466,190600.0,INLAND
-122.1,39.47,43.0,2.0,1.0,512.0,197.0,2.4917,154200.0,INLAND
-121.94,39.45,39.0,3.0,2.0,535.0,165.0,1.832,141000.0,INLAND
-122.01,39.74,20.0,3.0,3.0,1856.0,495.0,2.1746,117400.0,INLAND
-124.17,40.8,52.0,3.0,2.0,392.0,244.0,0.957,120000.0,NEAR OCEAN
-124.16,40.8,52.0,5.0,3.0,1150.0,571.0,1.7308,161000.0,NEAR OCEAN
-124.16,40.79,52.0,3.0,3.0,591.0,284.0,1.7778,153800.0,NEAR OCEAN
-124.17,40.8,52.0,3.0,3.0,891.0,367.0,1.585,151000.0,NEAR OCEAN
-124.17,40.8,52.0,5.0,2.0,758.0,319.0,1.8529,125000.0,NEAR OCEAN
-124.16,40.79,52.0,4.0,3.0,975.0,430.0,2.2566,185400.0,NEAR OCEAN
-124.16,40.78,50.0,5.0,2.0,837.0,353.0,2.5417,170800.0,NEAR OCEAN
-124.17,40.78,39.0,3.0,3.0,731.0,327.0,1.6369,136600.0,NEAR OCEAN
-124.19,40.78,37.0,4.0,2.0,640.0,260.0,1.8242,140000.0,NEAR OCEAN
-124.18,40.79,39.0,5.0,3.0,883.0,337.0,1.745,141000.0,NEAR OCEAN
-124.18,40.79,40.0,5.0,2.0,788.0,279.0,1.4668,129200.0,NEAR OCEAN
-124.17,40.79,43.0,4.0,3.0,1169.0,482.0,1.9688,141000.0,NEAR OCEAN
-124.16,40.78,43.0,4.0,3.0,932.0,395.0,2.9038,164000.0,NEAR OCEAN
-124.16,40.77,35.0,3.0,2.0,1053.0,434.0,2.8529,171200.0,NEAR OCEAN
-124.17,40.77,30.0,5.0,3.0,990.0,359.0,2.2227,162600.0,NEAR OCEAN
-124.18,40.78,37.0,3.0,3.0,867.0,310.0,2.5536,140400.0,NEAR OCEAN
-124.18,40.78,33.0,4.0,3.0,656.0,236.0,2.5096,144400.0,NEAR OCEAN
-124.18,40.78,34.0,4.0,3.0,950.0,317.0,2.1607,134000.0,NEAR OCEAN
-124.17,40.75,13.0,3.0,3.0,951.0,353.0,4.8516,232200.0,NEAR OCEAN
-124.17,40.76,26.0,3.0,2.0,992.0,380.0,2.8056,165600.0,NEAR OCEAN
-124.19,40.77,30.0,4.0,2.0,1367.0,583.0,2.442,138000.0,NEAR OCEAN
-124.15,40.81,50.0,2.0,2.0,235.0,83.0,1.75,135000.0,NEAR OCEAN
-124.14,40.8,32.0,5.0,3.0,872.0,306.0,2.5,145200.0,NEAR OCEAN
-124.15,40.8,47.0,4.0,2.0,765.0,329.0,1.755,148200.0,NEAR OCEAN
-124.16,40.8,52.0,3.0,3.0,908.0,451.0,1.6111,149400.0,NEAR OCEAN
-124.16,40.8,52.0,5.0,3.0,952.0,435.0,1.1386,148200.0,NEAR OCEAN
-124.14,40.79,38.0,3.0,3.0,873.0,291.0,2.4896,162000.0,NEAR OCEAN
-124.15,40.78,41.0,3.0,3.0,911.0,349.0,3.1711,208400.0,NEAR OCEAN
-124.16,40.78,46.0,4.0,2.0,791.0,349.0,3.8,163600.0,NEAR OCEAN
-124.16,40.79,46.0,4.0,3.0,1206.0,541.0,2.1135,181200.0,NEAR OCEAN
-124.15,40.79,37.0,3.0,3.0,1263.0,486.0,3.0216,172800.0,NEAR OCEAN
-124.14,40.78,35.0,4.0,3.0,982.0,432.0,3.4219,185600.0,NEAR OCEAN
-124.14,40.77,27.0,3.0,3.0,1407.0,571.0,2.9143,199200.0,NEAR OCEAN
-124.15,40.76,24.0,4.0,2.0,1388.0,512.0,3.375,201200.0,NEAR OCEAN
-124.15,40.78,36.0,4.0,3.0,829.0,368.0,3.3984,180000.0,NEAR OCEAN
-124.11,40.81,23.0,2.0,2.0,425.0,175.0,2.5536,192200.0,NEAR OCEAN
-124.13,40.78,34.0,5.0,3.0,1056.0,382.0,2.1101,173800.0,NEAR OCEAN
-124.13,40.8,31.0,4.0,2.0,1259.0,420.0,2.2478,162200.0,NEAR OCEAN
-124.13,40.79,29.0,3.0,2.0,1130.0,427.0,2.8833,166000.0,NEAR OCEAN
-124.13,40.79,32.0,4.0,2.0,855.0,346.0,3.5833,185600.0,NEAR OCEAN
-124.06,40.86,34.0,7.0,3.0,1891.0,669.0,3.2216,196200.0,NEAR OCEAN
-124.05,40.85,31.0,4.0,2.0,1005.0,401.0,3.5156,286000.0,NEAR OCEAN
-124.02,40.8,22.0,5.0,3.0,1198.0,442.0,3.9792,267800.0,<1H OCEAN
-124.08,40.86,18.0,5.0,2.0,805.0,502.0,1.1157,300000.0,NEAR OCEAN
-124.09,40.86,25.0,4.0,2.0,794.0,379.0,1.1742,150000.0,NEAR OCEAN
-124.09,40.87,44.0,5.0,2.0,398.0,211.0,1.1576,175000.0,NEAR OCEAN
-124.07,40.87,47.0,4.0,2.0,796.0,333.0,2.2138,198400.0,NEAR OCEAN
-124.08,40.87,29.0,3.0,2.0,990.0,425.0,1.1479,202200.0,NEAR OCEAN
-124.09,40.88,50.0,3.0,2.0,420.0,187.0,2.2188,211600.0,NEAR OCEAN
-124.07,40.87,31.0,3.0,2.0,780.0,130.0,0.7684,306200.0,NEAR OCEAN
-124.15,40.88,33.0,4.0,2.0,1165.0,441.0,1.725,115000.0,NEAR OCEAN
-124.1,40.88,35.0,5.0,3.0,1581.0,585.0,2.0657,162200.0,NEAR OCEAN
-124.09,40.88,31.0,5.0,2.0,1052.0,467.0,1.5326,148200.0,NEAR OCEAN
-124.09,40.88,26.0,5.0,3.0,1353.0,526.0,2.4321,164200.0,NEAR OCEAN
-124.1,40.9,18.0,5.0,3.0,1948.0,775.0,2.7321,185200.0,NEAR OCEAN
-124.23,40.81,52.0,2.0,2.0,544.0,172.0,3.3462,101600.0,NEAR OCEAN
-124.06,40.88,12.0,5.0,3.0,1603.0,438.0,2.5667,279000.0,NEAR OCEAN
-123.74,40.66,25.0,3.0,2.0,983.0,375.0,3.0469,272000.0,<1H OCEAN
-124.08,40.91,13.0,6.0,3.0,1381.0,628.0,1.6667,157600.0,NEAR OCEAN
-123.76,41.03,24.0,3.0,3.0,1058.0,414.0,2.0644,159600.0,<1H OCEAN
-123.85,41.32,31.0,2.0,1.0,425.0,157.0,1.0486,73400.0,<1H OCEAN
-123.72,41.09,19.0,5.0,3.0,1166.0,363.0,1.8208,100000.0,<1H OCEAN
-123.63,41.11,19.0,5.0,2.0,1033.0,327.0,1.4911,118400.0,<1H OCEAN
-123.66,41.3,22.0,5.0,3.0,686.0,264.0,1.8065,125400.0,<1H OCEAN
-123.52,41.01,17.0,5.0,3.0,517.0,222.0,2.1542,167600.0,INLAND
-124.08,41.36,29.0,2.0,1.0,509.0,196.0,2.0156,125600.0,NEAR OCEAN
-124.06,41.13,22.0,3.0,2.0,1384.0,578.0,2.4708,238800.0,NEAR OCEAN
-124.14,41.06,32.0,2.0,1.0,421.0,198.0,3.0208,286800.0,NEAR OCEAN
-124.1,41.04,26.0,3.0,3.0,890.0,370.0,1.9741,195800.0,NEAR OCEAN
-124.01,40.97,21.0,3.0,2.0,943.0,301.0,3.538,205400.0,<1H OCEAN
-124.0,40.92,29.0,4.0,3.0,672.0,266.0,2.9485,197600.0,<1H OCEAN
-124.01,40.89,28.0,4.0,2.0,811.0,314.0,2.4559,151200.0,<1H OCEAN
-123.98,40.88,41.0,5.0,3.0,844.0,336.0,2.6923,168400.0,<1H OCEAN
-123.88,40.93,28.0,3.0,2.0,519.0,220.0,3.2891,212600.0,<1H OCEAN
-124.16,41.02,23.0,5.0,3.0,1060.0,390.0,2.1726,151000.0,NEAR OCEAN
-124.08,40.99,18.0,4.0,3.0,1554.0,578.0,2.6847,222600.0,NEAR OCEAN
-124.16,40.95,20.0,2.0,2.0,529.0,196.0,3.1406,192000.0,NEAR OCEAN
-124.11,40.95,19.0,4.0,3.0,866.0,342.0,2.96,163400.0,NEAR OCEAN
-124.09,40.95,18.0,3.0,3.0,1248.0,472.0,2.5893,199200.0,NEAR OCEAN
